Extraversion,Observant,Thinking,Judging,Age,way of watching movies,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary,Gender_Female,Gender_Male,Gender_Non-binary / third gender,Entertaining,relaxing,funny,express my feelings,educating,education_bachelor,education_high school or below,education_master or above,Major_arts-related,Major_business-related,Major_engineering and techonology,Major_environment-related,Major_literature language and social sciences,Major_science and math-related,subscription_Never,subscription_Somtimes,subscription_Yes,Frequency_6-10 times a year,Frequency_fewer than 5 times a year,Frequency_more than 10 times a year,number_0-20,number_21-40,number_over 40,with_With friends,with_alone,with_with boyfriend/girlfriend,with_with family,Actor/actress,director,advertisements,genres,previews,comment
47,44,44,50,20.0,1,2,3,3,4,2,2,3,2,3,1,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0
12,12,26,28,20.0,1,4,4,3,2,2,4,4,4,2,1,0,0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0
52,51,57,63,20.0,1,3,3,4,3,1,4,4,3,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0
61,63,67,71,20.0,0,1,2,3,3,3,5,3,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
28,43,54,29,21.0,0,4,4,4,4,2,4,1,5,4,1,0,0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
29,38,22,51,19.0,0,3,3,4,4,3,3,3,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
47,37,37,33,20.0,1,3,4,4,5,4,3,2,3,3,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
45,38,36,78,20.0,1,1,2,4,4,3,4,2,2,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
56,38,52,63,20.0,0,1,2,3,3,4,2,3,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0
54,57,26,94,19.0,0,4,5,3,5,2,5,1,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
22,64,54,17,20.0,1,2,4,3,4,3,2,2,1,4,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0
43,46,59,53,20.0,1,4,4,3,4,3,4,2,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
32,51,57,36,20.0,1,3,3,2,3,3,2,4,1,2,1,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
47,49,44,63,20.0,1,3,3,5,4,2,4,1,3,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
67,53,59,43,20.0,0,3,3,3,4,3,4,1,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
25,74,41,37,21.0,0,4,3,2,3,2,5,4,4,2,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0
43,66,53,53,18.0,1,2,2,1,2,2,5,5,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0
73,83,80,81,21.0,1,4,4,4,4,4,4,4,4,4,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0
40,58,58,60,20.0,1,3,3,3,4,3,2,3,2,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,1.0,0.0,1.0
67,50,54,59,20.0,1,3,2,2,2,4,2,3,2,3,1,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0
49,50,52,50,20.0,1,3,3,3,3,3,3,3,3,3,1,0,0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0
43,51,26,44,18.0,1,3,3,3,3,3,3,2,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
41,44,59,40,19.0,1,3,4,3,5,5,5,2,4,4,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
66,60,60,76,21.0,1,4,4,4,5,4,4,3,3,4,1,0,0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0
61,45,68,67,19.0,1,2,2,2,4,2,4,4,2,3,1,0,0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
31,52,43,26,19.0,1,3,5,4,5,4,5,3,2,2,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
58,40,59,85,20.0,1,4,4,2,2,2,2,5,3,4,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0
62,43,71,42,20.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
60,71,54,55,20.0,1,5,3,2,4,4,4,2,4,3,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0
71,28,40,71,20.0,0,4,5,3,4,2,5,4,5,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
29,34,30,51,19.0,0,4,4,3,3,2,2,5,5,2,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
29,48,42,43,21.0,1,3,2,2,3,1,1,3,2,2,0,1,0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0
59,49,57,60,19.0,0,2,4,3,5,2,4,1,3,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
39,49,41,63,21.0,0,2,3,3,4,3,4,2,3,4,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
56,54,59,69,21.0,0,3,3,4,4,2,4,4,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
27,30,37,46,22.0,0,3,4,5,4,3,5,1,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
52,54,53,53,19.0,0,3,3,3,3,3,3,3,3,3,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
85,85,88,86,22.0,0,3,3,3,1,4,4,2,4,4,1,0,0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0
41,41,54,40,19.0,0,3,3,3,4,5,4,3,3,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0
20,35,54,42,21.0,1,3,4,3,4,4,5,2,3,3,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0
60,40,36,67,20.0,1,3,3,4,4,2,4,4,4,3,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0
52,51,49,50,20.0,0,3,4,5,5,3,3,1,3,3,1,0,0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
53,51,53,57,20.0,1,3,4,4,4,3,5,5,3,3,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
60,48,29,75,19.0,1,3,3,3,5,3,4,2,3,3,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
32,51,27,76,19.0,0,4,4,4,5,3,5,1,4,3,1,0,0,1.0,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0
52,34,52,78,20.0,1,3,3,4,4,4,4,4,4,4,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
32,59,33,37,21.0,1,3,3,3,4,3,4,5,3,3,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
45,59,46,31,20.0,0,3,4,3,4,3,3,4,3,3,1,0,0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
41,52,83,73,21.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
63,69,73,57,21.0,1,4,3,3,2,5,3,2,3,3,0,1,0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0
14,74,11,17,21.0,0,3,3,3,4,3,4,3,2,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
83,90,90,91,20.0,0,3,4,4,4,4,5,5,4,4,1,0,0,0.0,1.0,0.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0
42,40,38,37,20.0,1,3,3,3,3,3,3,3,3,3,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
18,67,68,46,22.0,0,4,4,4,3,3,5,2,5,2,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
61,41,31,35,22.0,1,3,4,4,4,3,4,1,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0
60,83,56,68,22.0,1,2,2,4,3,3,3,3,3,3,0,1,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
61,41,30,47,20.0,0,3,3,3,4,3,4,3,3,3,1,0,0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0
56,55,58,51,21.0,0,4,4,4,4,2,5,3,5,2,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0
42,62,47,46,19.0,1,1,4,3,3,3,5,3,3,3,1,0,0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
56,41,68,51,19.0,1,4,4,3,3,4,4,2,4,4,1,0,0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0
41,59,34,50,19.0,1,3,3,2,4,3,3,5,4,4,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,1.0,0.0
42,55,49,54,19.0,0,3,3,4,4,3,4,1,3,2,1,0,0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0
87,83,73,72,20.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
65,67,59,60,23.0,0,3,4,3,3,3,3,3,3,3,1,0,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
46,40,52,62,20.0,0,4,3,2,3,3,4,4,4,4,1,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0
59,49,57,60,19.0,0,2,1,1,5,3,4,1,3,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
41,58,55,81,20.0,1,3,4,3,4,2,4,4,3,3,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
36,59,43,47,19.0,1,3,4,2,4,4,2,4,2,2,1,0,0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
56,49,44,58,20.0,1,3,3,2,4,3,3,2,3,3,0,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
42,54,74,68,19.0,1,3,3,3,3,3,3,3,3,3,1,0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0
50,34,56,49,20.0,0,4,3,3,3,3,3,3,3,3,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
61,51,75,63,19.0,1,4,4,5,5,3,5,3,5,5,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
62,64,70,77,21.0,0,4,4,4,5,4,4,4,4,4,0,1,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
73,62,23,67,22.0,1,3,3,3,3,3,4,4,5,3,0,1,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
49,51,56,62,21.0,1,3,1,2,1,3,1,1,1,1,0,1,0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0
61,67,67,70,22.0,0,4,3,1,3,3,3,3,4,3,0,1,0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
22,66,36,18,19.0,0,3,3,4,3,3,3,4,3,3,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0
50,50,50,50,18.0,1,5,5,1,5,5,5,5,5,5,0,1,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0
70,60,71,70,21.0,1,4,4,4,4,3,4,4,4,3,1,0,0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
53,51,58,51,18.0,1,4,4,4,4,3,4,4,4,2,1,0,0,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
53,38,36,44,19.0,1,3,4,3,3,4,5,1,5,2,1,0,0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
35,42,39,57,19.0,1,3,4,4,4,4,5,5,5,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0
76,63,68,79,21.0,0,4,4,4,4,4,4,4,4,4,0,1,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
41,28,41,44,21.0,1,3,4,4,3,3,4,4,4,4,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
68,49,68,68,20.0,1,3,3,3,4,4,5,3,4,3,1,0,0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0
63,31,37,74,20.0,1,3,4,4,4,3,3,3,4,3,1,0,0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0
45,45,55,82,19.0,1,4,4,4,4,4,4,4,4,4,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
14,14,35,11,20.0,1,1,1,1,2,1,1,3,3,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0
34,61,53,48,21.0,1,3,2,3,4,4,2,2,3,2,1,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0
52,49,44,57,20.0,0,2,2,4,4,4,4,4,4,4,1,0,0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
